CustomerCode,CustomerName,CustomerSegment,IndustryVertical,SizeTier,ParentCustomerCode,ParentCustomerName,HqCountryCode,HqCountryName,HqRegion,SalesRegion,AccountManager,AccountManagerEmail,CreditTier,PaymentTermsDays,ContractType,OnboardedDate,ScdValidFrom,ScdValidTo,IsCurrent,ScdVersion,CustomerKey
CUS0087,Northgate Textiles B.V.,Freight Forwarder,Textiles,Mid-Market,,,JP,Japan,East Asia,APAC,Sofia Larsson,sofia.larsson@meridiangl.com,C,30,Long-Term Contract,2019-03-02,2019-03-02,9999-12-31,1,1,113
CUS0088,Ivyhill Engineering B.V.,BCO,Machinery,Mid-Market,,,TR,Turkey,Mediterranean,EMEA,Wei Tanaka,wei.tanaka@meridiangl.com,C,30,Named Account Tariff,2024-10-08,2024-10-08,9999-12-31,1,1,114
CUS0089,Nightingale Metals Co.,BCO,Metals,Mid-Market,,,DE,Germany,N Europe,EMEA,Elena Berg,elena.berg@meridiangl.com,C,0,Named Account Tariff,2017-01-09,2017-01-09,2022-06-20,0,1,115
CUS0089,Nightingale Metals Co.,BCO,Metals,Mid-Market,,,DE,Germany,N Europe,EMEA,Liam O'Brien,liam.obrien@meridiangl.com,B,0,Spot,2017-01-09,2022-06-21,9999-12-31,1,2,116
CUS0090,Vertex Motors Corp,BCO,Automotive,SME,CUS2749,Sterling Pharmaceuticals Pte Ltd,IT,Italy,Mediterranean,EMEA,Ingrid Ferreira,ingrid.ferreira@meridiangl.com,C,30,Spot,2024-03-23,2024-03-23,2026-08-01,0,1,117
CUS0090,Vertex Motors Corp,BCO,Automotive,National,CUS2749,Sterling Pharmaceuticals Pte Ltd,IT,Italy,Mediterranean,EMEA,Raj Kim,raj.kim@meridiangl.com,B,30,Named Account Tariff,2024-03-23,2026-08-02,9999-12-31,1,2,118
CUS0091,Lonestar Foods S.A.,BCO,FMCG,SME,,,TW,Taiwan,East Asia,APAC,Carlos Ferreira,carlos.ferreira@meridiangl.com,C,0,Spot,2023-09-07,2023-09-07,9999-12-31,1,1,119
CUS0092,Voyager Pharma Holdings,3PL,Pharma,SME,,,KR,South Korea,East Asia,APAC,Priya Ferreira,priya.ferreira@meridiangl.com,C,15,Spot,2022-12-13,2022-12-13,2023-07-28,0,1,120
CUS0092,Voyager Pharma Holdings,3PL,Pharma,SME,,,KR,South Korea,East Asia,APAC,Diego Kowalski,diego.kowalski@meridiangl.com,C,15,Spot,2022-12-13,2023-07-29,9999-12-31,1,2,121
CUS0093,Ironbridge Consumer Goods Ltd,NVOCC,FMCG,Mid-Market,,,BE,Belgium,N Europe,EMEA,Grace Osei,grace.osei@meridiangl.com,A,45,Named Account Tariff,2021-02-13,2021-02-13,9999-12-31,1,1,122
CUS0094,Ivyhill Steel Holdings,NVOCC,Metals,SME,,,TW,Taiwan,East Asia,APAC,Ingrid Tanaka,ingrid.tanaka@meridiangl.com,D,15,Named Account Tariff,2021-01-12,2021-01-12,2021-03-09,0,1,123
CUS0094,Ivyhill Steel Holdings,NVOCC,Metals,Mid-Market,,,TW,Taiwan,East Asia,APAC,Carlos Haddad,carlos.haddad@meridiangl.com,C,15,Long-Term Contract,2021-01-12,2021-03-10,9999-12-31,1,2,124
CUS0095,Quarrystone Retail Ltd,NVOCC,Retail,Mid-Market,,,DE,Germany,N Europe,EMEA,Ahmed Torres,ahmed.torres@meridiangl.com,B,30,Named Account Tariff,2022-02-23,2022-02-23,9999-12-31,1,1,125
CUS0096,Kingswell Trading Corp,NVOCC,Retail,Mid-Market,,,CN,China,East Asia,APAC,Wei Silva,wei.silva@meridiangl.com,D,0,Named Account Tariff,2023-05-29,2023-05-29,2025-06-18,0,1,126
CUS0096,Kingswell Trading Corp,NVOCC,Retail,SME,,,CN,China,East Asia,APAC,Wei Silva,wei.silva@meridiangl.com,C,0,Long-Term Contract,2023-05-29,2025-06-19,9999-12-31,1,2,127
CUS0097,Ironbridge Trading Co.,Freight Forwarder,Retail,National,,,KR,South Korea,East Asia,APAC,Elena Haddad,elena.haddad@meridiangl.com,A,15,Named Account Tariff,2018-10-13,2018-10-13,9999-12-31,1,1,128
CUS0098,Sentinel Metals Group,Freight Forwarder,Metals,Mid-Market,,,TR,Turkey,Mediterranean,EMEA,Carlos Ferreira,carlos.ferreira@meridiangl.com,B,30,Spot,2024-02-05,2024-02-05,2026-02-23,0,1,129
CUS0098,Sentinel Metals Group,Freight Forwarder,Metals,Mid-Market,,,TR,Turkey,Mediterranean,EMEA,Fatima Haddad,fatima.haddad@meridiangl.com,B,30,Spot,2024-02-05,2026-02-24,9999-12-31,1,2,130
CUS0099,Palisade Life Sciences LLC,3PL,Pharma,SME,,,TH,Thailand,SE Asia,APAC,Yuki Ramirez,yuki.ramirez@meridiangl.com,C,30,Spot,2021-08-06,2021-08-06,9999-12-31,1,1,131
CUS0100,Ivyhill Trading Pte Ltd,Freight Forwarder,Retail,Mid-Market,,,NZ,New Zealand,Oceania,ANZ,Diego Kowalski,diego.kowalski@meridiangl.com,D,15,Named Account Tariff,2019-05-30,2019-05-30,2026-04-02,0,1,132
CUS0100,Ivyhill Trading Pte Ltd,Freight Forwarder,Retail,Mid-Market,,,NZ,New Zealand,Oceania,ANZ,Diego Kowalski,diego.kowalski@meridiangl.com,D,15,Long-Term Contract,2019-05-30,2026-04-03,9999-12-31,1,2,133
CUS0101,Sentinel Machinery Holdings,BCO,Machinery,National,CUS2123,Valleyforge Foods Inc,NZ,New Zealand,Oceania,ANZ,James Tanaka,james.tanaka@meridiangl.com,B,60,Named Account Tariff,2018-02-15,2018-02-15,2023-05-23,0,1,134
CUS0101,Sentinel Machinery Holdings,BCO,Machinery,National,CUS2123,Valleyforge Foods Inc,NZ,New Zealand,Oceania,ANZ,James Tanaka,james.tanaka@meridiangl.com,A,60,Named Account Tariff,2018-02-15,2023-05-24,9999-12-31,1,2,135
CUS0102,Brightwater Machinery GmbH,NVOCC,Machinery,National,,,IT,Italy,Mediterranean,EMEA,Carlos Sharma,carlos.sharma@meridiangl.com,D,15,Long-Term Contract,2020-04-23,2020-04-23,9999-12-31,1,1,136
CUS0103,Clearwater Pharma Co.,3PL,Pharma,Mid-Market,,,ES,Spain,Mediterranean,EMEA,James Tanaka,james.tanaka@meridiangl.com,C,0,Named Account Tariff,2018-07-10,2018-07-10,9999-12-31,1,1,137
CUS0104,Voyager Auto Parts Inc,BCO,Automotive,Mid-Market,CUS2092,Nova Steel B.V.,ID,Indonesia,SE Asia,APAC,Elena Haddad,elena.haddad@meridiangl.com,A,60,Named Account Tariff,2015-12-20,2015-12-20,2021-04-23,0,1,138
CUS0104,Voyager Auto Parts Inc,BCO,Automotive,SME,CUS2092,Nova Steel B.V.,ID,Indonesia,SE Asia,APAC,Elena Haddad,elena.haddad@meridiangl.com,A,60,Long-Term Contract,2015-12-20,2021-04-24,9999-12-31,1,2,139
CUS0105,Fairhaven Chemicals Pte Ltd,3PL,Chemicals,Mid-Market,,,VN,Vietnam,SE Asia,APAC,Ingrid Ferreira,ingrid.ferreira@meridiangl.com,B,45,Named Account Tariff,2020-11-13,2020-11-13,2024-08-15,0,1,140
CUS0105,Fairhaven Chemicals Pte Ltd,3PL,Chemicals,SME,,,VN,Vietnam,SE Asia,APAC,Wei Tanaka,wei.tanaka@meridiangl.com,B,45,Long-Term Contract,2020-11-13,2024-08-16,9999-12-31,1,2,141
CUS0106,Foxrun Motors Corp,BCO,Automotive,Mid-Market,,,ID,Indonesia,SE Asia,APAC,Ingrid Osei,ingrid.osei@meridiangl.com,A,45,Spot,2017-09-21,2017-09-21,9999-12-31,1,1,142
CUS0107,Thornwell Agro Inc,BCO,Agriculture,Mid-Market,,,DE,Germany,N Europe,EMEA,Elena O'Brien,elena.obrien@meridiangl.com,A,45,Spot,2020-11-24,2020-11-24,9999-12-31,1,1,143
CUS0108,Underhill Farms Co.,BCO,Agriculture,Mid-Market,,,NL,Netherlands,N Europe,EMEA,Ahmed Rossi,ahmed.rossi@meridiangl.com,D,15,Spot,2019-12-30,2019-12-30,9999-12-31,1,1,144
CUS0109,Palisade Motors LLC,BCO,Automotive,Mid-Market,,,CL,Chile,LatAm West,Americas,Elena Berg,elena.berg@meridiangl.com,C,0,Named Account Tariff,2020-02-23,2020-02-23,2022-01-01,0,1,145
CUS0109,Palisade Motors LLC,BCO,Automotive,Mid-Market,,,CL,Chile,LatAm West,Americas,Elena O'Brien,elena.obrien@meridiangl.com,D,0,Spot,2020-02-23,2022-01-02,9999-12-31,1,2,146
CUS0110,Solstice Motors LLC,BCO,Automotive,SME,,,AU,Australia,Oceania,ANZ,Raj Kim,raj.kim@meridiangl.com,D,30,Spot,2026-05-22,2026-05-22,9999-12-31,1,1,147
CUS0111,Cobalt Consumer Goods GmbH,Freight Forwarder,FMCG,Global Key Account,,,TH,Thailand,SE Asia,APAC,Hassan Nguyen,hassan.nguyen@meridiangl.com,A,45,Long-Term Contract,2021-08-25,2021-08-25,9999-12-31,1,1,148
CUS0112,Voyager Technologies Holdings,3PL,Electronics,SME,,,NL,Netherlands,N Europe,EMEA,Diego Kowalski,diego.kowalski@meridiangl.com,D,15,Spot,2020-05-26,2020-05-26,9999-12-31,1,1,149
CUS0113,Brightwater Pharmaceuticals Corp,BCO,Pharma,SME,,,ZA,South Africa,Africa,EMEA,Anna Berg,anna.berg@meridiangl.com,B,0,Spot,2024-04-21,2024-04-21,9999-12-31,1,1,150
CUS0114,Zenith Trading Corp,BCO,Retail,SME,,,BE,Belgium,N Europe,EMEA,James Larsson,james.larsson@meridiangl.com,B,30,Spot,2020-03-05,2020-03-05,9999-12-31,1,1,151
CUS0115,Lonestar Power S.A.,Freight Forwarder,Energy,National,,,ZA,South Africa,Africa,EMEA,Fatima O'Brien,fatima.obrien@meridiangl.com,B,60,Long-Term Contract,2019-09-15,2019-09-15,9999-12-31,1,1,152
CUS0116,Palisade Metals GmbH,3PL,Metals,SME,,,MY,Malaysia,SE Asia,APAC,Carlos Sharma,carlos.sharma@meridiangl.com,D,15,Spot,2021-03-11,2021-03-11,9999-12-31,1,1,153
CUS0117,Quarrystone Automotive Co.,3PL,Automotive,SME,,,DE,Germany,N Europe,EMEA,Diego Kowalski,diego.kowalski@meridiangl.com,B,30,Spot,2021-01-31,2021-01-31,2023-02-04,0,1,154
CUS0117,Quarrystone Automotive Co.,3PL,Automotive,Mid-Market,,,DE,Germany,N Europe,EMEA,Kenji Tanaka,kenji.tanaka@meridiangl.com,D,30,Named Account Tariff,2021-01-31,2023-02-05,9999-12-31,1,2,155
CUS0118,Kingswell Alloys Holdings,BCO,Metals,SME,,,CN,China,East Asia,APAC,Yuki O'Brien,yuki.obrien@meridiangl.com,B,45,Named Account Tariff,2019-04-14,2019-04-14,9999-12-31,1,1,156
CUS0119,Lonestar Agro GmbH,BCO,Agriculture,SME,,,DE,Germany,N Europe,EMEA,Carlos Ferreira,carlos.ferreira@meridiangl.com,D,15,Named Account Tariff,2017-09-13,2017-09-13,2020-10-22,0,1,157
CUS0119,Lonestar Agro GmbH,BCO,Agriculture,National,,,DE,Germany,N Europe,EMEA,Ingrid Osei,ingrid.osei@meridiangl.com,A,15,Long-Term Contract,2017-09-13,2020-10-23,9999-12-31,1,2,158
CUS0120,Lakemoor Retail Ltd,Freight Forwarder,Retail,SME,,,ID,Indonesia,SE Asia,APAC,Ahmed Rossi,ahmed.rossi@meridiangl.com,C,30,Spot,2021-02-18,2021-02-18,2022-05-05,0,1,159
CUS0120,Lakemoor Retail Ltd,Freight Forwarder,Retail,SME,,,ID,Indonesia,SE Asia,APAC,Ahmed Rossi,ahmed.rossi@meridiangl.com,B,30,Named Account Tariff,2021-02-18,2022-05-06,9999-12-31,1,2,160
CUS0121,Ironbridge Industrial Pte Ltd,BCO,Machinery,Mid-Market,,,MX,Mexico,LatAm West,Americas,Ahmed Rossi,ahmed.rossi@meridiangl.com,C,15,Named Account Tariff,2018-03-08,2018-03-08,9999-12-31,1,1,161
CUS0122,Millbrook Retail Ltd,BCO,Retail,National,,,AU,Australia,Oceania,ANZ,Maria Sharma,maria.sharma@meridiangl.com,B,45,Spot,2024-03-27,2024-03-27,2026-03-22,0,1,162
CUS0122,Millbrook Retail Ltd,BCO,Retail,SME,,,AU,Australia,Oceania,ANZ,Diego Kowalski,diego.kowalski@meridiangl.com,D,45,Named Account Tariff,2024-03-27,2026-03-23,9999-12-31,1,2,163
CUS0123,Nova Pharmaceuticals Co.,SME Direct,Pharma,SME,,,DE,Germany,N Europe,EMEA,Elena O'Brien,elena.obrien@meridiangl.com,D,0,Named Account Tariff,2018-05-14,2018-05-14,9999-12-31,1,1,164
CUS0124,Glenmoor FMCG Group,BCO,FMCG,SME,,,CL,Chile,LatAm West,Americas,Liam O'Brien,liam.obrien@meridiangl.com,C,0,Spot,2015-10-23,2015-10-23,9999-12-31,1,1,165
CUS0125,Solstice Pharma B.V.,BCO,Pharma,SME,CUS2443,Glenmoor Automotive Ltd,BE,Belgium,N Europe,EMEA,Elena Tanaka,elena.tanaka@meridiangl.com,B,30,Spot,2015-10-25,2015-10-25,9999-12-31,1,1,166
CUS0126,Ashgrove Electronics Corp,Freight Forwarder,Electronics,Mid-Market,,,CA,Canada,N America East,Americas,Yuki O'Brien,yuki.obrien@meridiangl.com,B,15,Named Account Tariff,2017-09-28,2017-09-28,9999-12-31,1,1,167
CUS0127,Lakemoor Pharma PLC,3PL,Pharma,Mid-Market,,,AU,Australia,Oceania,ANZ,Anna Berg,anna.berg@meridiangl.com,B,30,Spot,2015-01-17,2015-01-17,9999-12-31,1,1,168
CUS0128,Valleyforge Apparel Corp,Freight Forwarder,Textiles,National,,,KR,South Korea,East Asia,APAC,Elena Haddad,elena.haddad@meridiangl.com,A,30,Named Account Tariff,2016-04-14,2016-04-14,9999-12-31,1,1,169
CUS0129,Elmfield Pharma LLC,3PL,Pharma,Mid-Market,CUS1898,Cobalt Pharma GmbH,BR,Brazil,LatAm East,Americas,Ahmed Tanaka,ahmed.tanaka@meridiangl.com,C,15,Spot,2018-06-05,2018-06-05,9999-12-31,1,1,170
CUS0130,Onyx Trading Ltd,SME Direct,Retail,SME,,,AU,Australia,Oceania,ANZ,Diego Patel,diego.patel@meridiangl.com,A,45,Spot,2019-08-31,2019-08-31,9999-12-31,1,1,171
CUS0131,Everest Garments Pte Ltd,Freight Forwarder,Textiles,Mid-Market,,,VN,Vietnam,SE Asia,APAC,Fatima Tanaka,fatima.tanaka@meridiangl.com,B,30,Spot,2021-06-07,2021-06-07,9999-12-31,1,1,172
CUS0132,Mosaic Petrochemicals LLC,3PL,Energy,Mid-Market,,,BE,Belgium,N Europe,EMEA,Yuki O'Brien,yuki.obrien@meridiangl.com,A,45,Spot,2019-09-10,2019-09-10,9999-12-31,1,1,173
CUS0133,Kestrel Consumer Goods Inc,Freight Forwarder,FMCG,SME,,,ID,Indonesia,SE Asia,APAC,Elena O'Brien,elena.obrien@meridiangl.com,A,30,Spot,2021-03-11,2021-03-11,9999-12-31,1,1,174
CUS0134,Aurora Engineering S.A.,BCO,Machinery,National,,,HK,Hong Kong,East Asia,APAC,Carlos Haddad,carlos.haddad@meridiangl.com,D,60,Long-Term Contract,2020-02-06,2020-02-06,9999-12-31,1,1,175
CUS0135,Fairhaven Life Sciences GmbH,3PL,Pharma,Mid-Market,,,TH,Thailand,SE Asia,APAC,Elena Berg,elena.berg@meridiangl.com,C,30,Spot,2022-06-20,2022-06-20,2024-09-01,0,1,176
CUS0135,Fairhaven Life Sciences GmbH,3PL,Pharma,National,,,TH,Thailand,SE Asia,APAC,Elena Berg,elena.berg@meridiangl.com,C,30,Long-Term Contract,2022-06-20,2024-09-02,9999-12-31,1,2,177
CUS0136,Zenith Metals PLC,SME Direct,Metals,Mid-Market,CUS1853,Palisade Life Sciences B.V.,HK,Hong Kong,East Asia,APAC,Diego Kowalski,diego.kowalski@meridiangl.com,B,45,Named Account Tariff,2021-05-06,2021-05-06,9999-12-31,1,1,178
CUS0137,Southwick Petrochemicals Group,BCO,Energy,SME,CUS0442,Everest Industrial Ltd,DE,Germany,N Europe,EMEA,Elena Haddad,elena.haddad@meridiangl.com,A,15,Long-Term Contract,2023-01-14,2023-01-14,9999-12-31,1,1,179
CUS0138,Granite Technologies Holdings,BCO,Electronics,National,,,KR,South Korea,East Asia,APAC,Elena Haddad,elena.haddad@meridiangl.com,A,60,Long-Term Contract,2016-08-22,2016-08-22,2022-08-06,0,1,180
CUS0138,Granite Technologies Holdings,BCO,Electronics,Mid-Market,,,KR,South Korea,East Asia,APAC,Elena O'Brien,elena.obrien@meridiangl.com,B,60,Spot,2016-08-22,2022-08-07,9999-12-31,1,2,181
CUS0139,Beacon Stores Corp,Freight Forwarder,Retail,Global Key Account,,,TH,Thailand,SE Asia,APAC,Hassan Silva,hassan.silva@meridiangl.com,A,45,Named Account Tariff,2016-09-26,2016-09-26,2021-04-09,0,1,182
CUS0139,Beacon Stores Corp,Freight Forwarder,Retail,Global Key Account,,,TH,Thailand,SE Asia,APAC,Hassan Silva,hassan.silva@meridiangl.com,D,45,Named Account Tariff,2016-09-26,2021-04-10,9999-12-31,1,2,183
CUS0140,Zenith FMCG Co.,Freight Forwarder,FMCG,Mid-Market,CUS0640,Ashford Pharmaceuticals PLC,KR,South Korea,East Asia,APAC,Diego Patel,diego.patel@meridiangl.com,D,30,Spot,2026-05-04,2026-05-04,2026-07-27,0,1,184
CUS0140,Zenith FMCG Co.,Freight Forwarder,FMCG,SME,CUS0640,Ashford Pharmaceuticals PLC,KR,South Korea,East Asia,APAC,Sofia Tanaka,sofia.tanaka@meridiangl.com,C,30,Named Account Tariff,2026-05-04,2026-07-28,2026-08-18,0,2,185
CUS0140,Zenith FMCG Co.,Freight Forwarder,FMCG,SME,CUS0640,Ashford Pharmaceuticals PLC,KR,South Korea,East Asia,APAC,Sofia Tanaka,sofia.tanaka@meridiangl.com,C,30,Spot,2026-05-04,2026-08-19,9999-12-31,1,3,186
CUS0141,Junction Chemical Industries B.V.,Freight Forwarder,Chemicals,SME,,,ID,Indonesia,SE Asia,APAC,Elena Tanaka,elena.tanaka@meridiangl.com,C,0,Named Account Tariff,2019-01-04,2019-01-04,9999-12-31,1,1,187
CUS0142,Dockside Agro Holdings,Freight Forwarder,Agriculture,National,,,CL,Chile,LatAm West,Americas,Elena Tanaka,elena.tanaka@meridiangl.com,B,30,Named Account Tariff,2016-09-09,2016-09-09,2022-05-26,0,1,188
CUS0142,Dockside Agro Holdings,Freight Forwarder,Agriculture,Mid-Market,,,CL,Chile,LatAm West,Americas,Elena Tanaka,elena.tanaka@meridiangl.com,B,30,Named Account Tariff,2016-09-09,2022-05-27,9999-12-31,1,2,189
CUS0143,Granite Trading S.A.,Freight Forwarder,Retail,SME,,,SA,Saudi Arabia,Middle East,EMEA,Sofia Larsson,sofia.larsson@meridiangl.com,B,15,Spot,2020-02-04,2020-02-04,2021-05-19,0,1,190
CUS0143,Granite Trading S.A.,Freight Forwarder,Retail,SME,,,SA,Saudi Arabia,Middle East,EMEA,Yuki Ramirez,yuki.ramirez@meridiangl.com,D,15,Long-Term Contract,2020-02-04,2021-05-20,9999-12-31,1,2,191
CUS0144,Valleyforge Alloys Inc,Freight Forwarder,Metals,Mid-Market,,,CN,China,East Asia,APAC,Grace Osei,grace.osei@meridiangl.com,C,15,Named Account Tariff,2018-07-14,2018-07-14,9999-12-31,1,1,192
CUS0145,Kestrel Auto Parts Group,Freight Forwarder,Automotive,National,,,GB,United Kingdom,N Europe,EMEA,James Larsson,james.larsson@meridiangl.com,A,60,Long-Term Contract,2016-12-18,2016-12-18,9999-12-31,1,1,193
CUS0146,Everest Pharma S.A.,3PL,Pharma,National,,,IT,Italy,Mediterranean,EMEA,Diego Yamamoto,diego.yamamoto@meridiangl.com,C,30,Spot,2023-04-03,2023-04-03,2024-10-03,0,1,194
CUS0146,Everest Pharma S.A.,3PL,Pharma,National,,,IT,Italy,Mediterranean,EMEA,Anna Berg,anna.berg@meridiangl.com,A,30,Named Account Tariff,2023-04-03,2024-10-04,9999-12-31,1,2,195
CUS0147,Underhill Stores Holdings,BCO,Retail,Mid-Market,,,SG,Singapore,SE Asia,APAC,Grace Osei,grace.osei@meridiangl.com,B,30,Named Account Tariff,2019-01-21,2019-01-21,9999-12-31,1,1,196
CUS0148,Harborview Agro PLC,3PL,Agriculture,Mid-Market,,,US,United States,N America East,Americas,Sofia Tanaka,sofia.tanaka@meridiangl.com,D,60,Long-Term Contract,2017-03-05,2017-03-05,9999-12-31,1,1,197
CUS0149,Lakemoor Motors B.V.,Freight Forwarder,Automotive,Global Key Account,,,GB,United Kingdom,N Europe,EMEA,Ingrid O'Brien,ingrid.obrien@meridiangl.com,A,60,Named Account Tariff,2025-04-30,2025-04-30,9999-12-31,1,1,198
CUS0150,Brookline Textiles Pte Ltd,BCO,Textiles,Mid-Market,,,AE,United Arab Emirates,Middle East,EMEA,Elena Haddad,elena.haddad@meridiangl.com,A,60,Spot,2015-12-01,2015-12-01,2016-06-04,0,1,199
CUS0150,Brookline Textiles Pte Ltd,BCO,Textiles,Mid-Market,,,AE,United Arab Emirates,Middle East,EMEA,Grace Larsson,grace.larsson@meridiangl.com,B,60,Long-Term Contract,2015-12-01,2016-06-05,9999-12-31,1,2,200
CUS0151,Ridgemont Retail S.A.,NVOCC,Retail,Mid-Market,,,HK,Hong Kong,East Asia,APAC,Sofia Tanaka,sofia.tanaka@meridiangl.com,D,15,Long-Term Contract,2023-08-10,2023-08-10,2025-12-13,0,1,201
CUS0151,Ridgemont Retail S.A.,NVOCC,Retail,Mid-Market,,,HK,Hong Kong,East Asia,APAC,Sofia Ferreira,sofia.ferreira@meridiangl.com,D,15,Long-Term Contract,2023-08-10,2025-12-14,9999-12-31,1,2,202
CUS0152,Brookline Agro Co.,BCO,Agriculture,SME,CUS1280,Equator Automotive Corp,FR,France,N Europe,EMEA,Wei Silva,wei.silva@meridiangl.com,D,45,Spot,2015-08-28,2015-08-28,9999-12-31,1,1,203
CUS0153,Lonestar Agro Group,SME Direct,Agriculture,National,,,CN,China,East Asia,APAC,Fatima Chen,fatima.chen@meridiangl.com,B,45,Spot,2018-09-12,2018-09-12,9999-12-31,1,1,204
CUS0154,Vertex Engineering B.V.,Freight Forwarder,Machinery,SME,CUS0785,Aurora Trading LLC,VN,Vietnam,SE Asia,APAC,Priya Ferreira,priya.ferreira@meridiangl.com,C,45,Spot,2019-06-04,2019-06-04,2021-01-07,0,1,205
CUS0154,Vertex Engineering B.V.,Freight Forwarder,Machinery,SME,CUS0785,Aurora Trading LLC,VN,Vietnam,SE Asia,APAC,Ahmed Novak,ahmed.novak@meridiangl.com,C,45,Long-Term Contract,2019-06-04,2021-01-08,9999-12-31,1,2,206
CUS0155,Foxrun Machinery Corp,BCO,Machinery,Mid-Market,,,US,United States,N America East,Americas,Sofia Ferreira,sofia.ferreira@meridiangl.com,C,45,Long-Term Contract,2018-12-29,2018-12-29,9999-12-31,1,1,207
CUS0156,Dockside Life Sciences Co.,BCO,Pharma,Mid-Market,,,US,United States,N America East,Americas,Diego Patel,diego.patel@meridiangl.com,A,30,Named Account Tariff,2016-11-15,2016-11-15,9999-12-31,1,1,208
CUS0157,Ironbridge Industrial Group,NVOCC,Machinery,SME,,,BE,Belgium,N Europe,EMEA,Ingrid Tanaka,ingrid.tanaka@meridiangl.com,C,30,Spot,2018-05-24,2018-05-24,9999-12-31,1,1,209
CUS0158,Quarrystone Apparel GmbH,Freight Forwarder,Textiles,SME,,,TH,Thailand,SE Asia,APAC,Priya Ferreira,priya.ferreira@meridiangl.com,D,30,Spot,2016-12-28,2016-12-28,9999-12-31,1,1,210
CUS0159,Foxrun Engineering PLC,BCO,Machinery,SME,,,BR,Brazil,LatAm East,Americas,Yuki Ramirez,yuki.ramirez@meridiangl.com,C,30,Spot,2026-06-10,2026-06-10,9999-12-31,1,1,211
CUS0160,Aurora Pharmaceuticals B.V.,BCO,Pharma,SME,,,VN,Vietnam,SE Asia,APAC,Ahmed Rossi,ahmed.rossi@meridiangl.com,D,0,Spot,2015-04-20,2015-04-20,2015-04-27,0,1,212
CUS0160,Aurora Pharmaceuticals B.V.,BCO,Pharma,Mid-Market,,,VN,Vietnam,SE Asia,APAC,Ahmed Rossi,ahmed.rossi@meridiangl.com,D,0,Named Account Tariff,2015-04-20,2015-04-28,9999-12-31,1,2,213
CUS0161,Palisade Metals Holdings,BCO,Metals,Mid-Market,,,ES,Spain,Mediterranean,EMEA,Grace Osei,grace.osei@meridiangl.com,A,30,Spot,2018-01-29,2018-01-29,9999-12-31,1,1,214
CUS0162,Cedarline Life Sciences Group,SME Direct,Pharma,Mid-Market,CUS2552,Solstice Engineering GmbH,NL,Netherlands,N Europe,EMEA,Kenji Tanaka,kenji.tanaka@meridiangl.com,B,45,Spot,2018-01-21,2018-01-21,9999-12-31,1,1,215
CUS0163,Cobalt Textiles LLC,BCO,Textiles,SME,,,ES,Spain,Mediterranean,EMEA,Grace Osei,grace.osei@meridiangl.com,B,60,Spot,2019-02-07,2019-02-07,2020-02-11,0,1,216
CUS0163,Cobalt Textiles LLC,BCO,Textiles,National,,,ES,Spain,Mediterranean,EMEA,Grace Osei,grace.osei@meridiangl.com,A,60,Long-Term Contract,2019-02-07,2020-02-12,9999-12-31,1,2,217
CUS0164,Dockside Machinery Holdings,SME Direct,Machinery,SME,,,CA,Canada,N America East,Americas,Ingrid Nguyen,ingrid.nguyen@meridiangl.com,B,45,Spot,2017-08-07,2017-08-07,9999-12-31,1,1,218
CUS0165,Thornwell Life Sciences Corp,BCO,Pharma,SME,CUS1074,Ironwood Life Sciences B.V.,TR,Turkey,Mediterranean,EMEA,James Tanaka,james.tanaka@meridiangl.com,D,30,Spot,2024-11-09,2024-11-09,9999-12-31,1,1,219
CUS0166,Ashford Chemical Industries PLC,Freight Forwarder,Chemicals,National,CUS1408,Equator Agro Corp,SA,Saudi Arabia,Middle East,EMEA,Yuki Torres,yuki.torres@meridiangl.com,A,60,Long-Term Contract,2021-05-11,2021-05-11,9999-12-31,1,1,220
CUS0167,Redwood Energy PLC,BCO,Energy,Mid-Market,,,CL,Chile,LatAm West,Americas,Kenji Tanaka,kenji.tanaka@meridiangl.com,C,30,Spot,2021-07-25,2021-07-25,9999-12-31,1,1,221
CUS0168,Ironbridge Agri-Foods Group,3PL,Agriculture,Mid-Market,,,NZ,New Zealand,Oceania,ANZ,Fatima Haddad,fatima.haddad@meridiangl.com,B,30,Spot,2017-03-27,2017-03-27,2017-06-26,0,1,222
CUS0168,Ironbridge Agri-Foods Group,3PL,Agriculture,National,,,NZ,New Zealand,Oceania,ANZ,Fatima Haddad,fatima.haddad@meridiangl.com,B,30,Spot,2017-03-27,2017-06-27,9999-12-31,1,2,223
CUS0169,Granite Automotive Holdings,BCO,Automotive,SME,CUS0932,Kestrel Pharmaceuticals B.V.,SA,Saudi Arabia,Middle East,EMEA,Carlos Ferreira,carlos.ferreira@meridiangl.com,D,0,Spot,2016-12-01,2016-12-01,9999-12-31,1,1,224
CUS0170,Monsoon Life Sciences GmbH,3PL,Pharma,Mid-Market,,,NL,Netherlands,N Europe,EMEA,Ahmed Nguyen,ahmed.nguyen@meridiangl.com,D,45,Named Account Tariff,2025-08-16,2025-08-16,9999-12-31,1,1,225
CUS0171,Vantage Motors Group,3PL,Automotive,SME,,,AE,United Arab Emirates,Middle East,EMEA,Wei Silva,wei.silva@meridiangl.com,B,45,Spot,2015-06-01,2015-06-01,2019-11-29,0,1,226
CUS0171,Vantage Motors Group,3PL,Automotive,National,,,AE,United Arab Emirates,Middle East,EMEA,Wei Silva,wei.silva@meridiangl.com,C,45,Spot,2015-06-01,2019-11-30,9999-12-31,1,2,227
